C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_00_950.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_00_950.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_00_950.jpg,0,0,0,2.406189E-06
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_016.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_016.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_016.jpg,0,0,0,1.322839E-06
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_085.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_085.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_085.jpg,0,0,0,5.057917E-06
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_154.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_154.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_154.jpg,0,0,0,1.044968E-05
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_223.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_223.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_223.jpg,0,0,0,3.966706E-06
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_291.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_291.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_291.jpg,0,0,0,1.600606E-05
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_361.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_361.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_361.jpg,0,0,0,2.043875E-05
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_431.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_431.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_431.jpg,0,0,0,9.418407E-06
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_498.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_498.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_498.jpg,0,0,0,1.881588E-06
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_566.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_566.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_566.jpg,0,0,0,1.343979E-05
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_635.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_635.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_635.jpg,0,0,0,1.410653E-05
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_703.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_703.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_703.jpg,0,0,0,1.864099E-05
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_773.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_773.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_773.jpg,0,0.0274815,0,0.03072286
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_840.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_840.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_840.jpg,0,0.2036451,0,0.08920999
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_909.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_909.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_909.jpg,0,0.4378071,0,0.4174921
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_01_976.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_01_976.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_01_976.jpg,0,0.6135849,0,0.8077903
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_047.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_047.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_047.jpg,0,0.8528049,0,1.549342
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_116.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_116.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_116.jpg,-0.05,1,0,2.256518
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_185.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_185.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_185.jpg,-0.2,1,0,2.95274
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_253.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_253.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_253.jpg,-0.4,1,0,3.876132
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_323.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_323.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_323.jpg,0,1,0,4.55813
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_390.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_390.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_390.jpg,0,1,0,5.485442
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_458.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_458.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_458.jpg,0,1,0,6.177556
C:\Users\Arsh\Desktop\TrainingData\IMG\center_2020_09_09_22_25_02_527.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\left_2020_09_09_22_25_02_527.jpg,C:\Users\Arsh\Desktop\TrainingData\IMG\right_2020_09_09_22_25_02_527.jpg,0,1,0,7.094156
